source,target,relation,subject,weight
N00095,N00098,evaluates,数据结构,0.875
N00096,N00097,depends_on,数据结构,0.769
N00096,N00099,implemented_by,数据结构,0.935
N00097,N00098,depends_on,数据结构,0.878
N00097,N00100,part_of,数据结构,0.709
N00098,N00099,depends_on,数据结构,0.867
N00098,N00101,implemented_by,数据结构,0.955
N00099,N00100,depends_on,数据结构,0.681
N00099,N00102,part_of,数据结构,0.589
N00100,N00101,depends_on,数据结构,0.866
N00100,N00103,optimized_by,数据结构,0.632
N00101,N00102,depends_on,数据结构,0.757
N00101,N00104,implemented_by,数据结构,0.681
N00102,N00103,depends_on,数据结构,0.807
N00102,N00105,evaluates,数据结构,0.72
N00103,N00104,depends_on,数据结构,0.92
N00103,N00106,is_a,数据结构,0.575
N00104,N00105,depends_on,数据结构,0.647
N00104,N00107,uses,数据结构,0.975
N00105,N00106,depends_on,数据结构,0.787
N00105,N00108,uses,数据结构,0.879
N00106,N00107,depends_on,数据结构,0.942
N00106,N00109,evaluates,数据结构,0.855
N00107,N00108,depends_on,数据结构,0.615
N00107,N00110,implemented_by,数据结构,0.842
N00108,N00109,depends_on,数据结构,0.891
N00108,N00111,compared_with,数据结构,0.87
N00109,N00110,depends_on,数据结构,0.61
N00109,N00112,optimized_by,数据结构,0.777
N00110,N00111,depends_on,数据结构,0.906
N00110,N00113,evaluates,数据结构,0.627
N00111,N00112,depends_on,数据结构,0.926
N00111,N00114,part_of,数据结构,0.746
N00112,N00113,depends_on,数据结构,0.661
N00112,N00115,uses,数据结构,0.899
N00113,N00114,depends_on,数据结构,0.646
N00113,N00116,optimized_by,数据结构,0.856
N00114,N00115,depends_on,数据结构,0.892
N00114,N00117,implemented_by,数据结构,0.839
N00115,N00116,depends_on,数据结构,0.893
N00115,N00118,compared_with,数据结构,0.581
N00116,N00117,depends_on,数据结构,0.852
N00116,N00119,compared_with,数据结构,0.697
N00117,N00118,depends_on,数据结构,0.836
N00117,N00120,is_a,数据结构,0.603
N00118,N00119,depends_on,数据结构,0.756
N00118,N00121,uses,数据结构,0.917
N00119,N00120,depends_on,数据结构,0.652
N00119,N00122,evaluates,数据结构,0.883
N00120,N00121,depends_on,数据结构,0.918
N00120,N00123,implemented_by,数据结构,0.663
N00121,N00122,depends_on,数据结构,0.694
N00121,N00124,part_of,数据结构,0.833
N00122,N00123,depends_on,数据结构,0.664
N00122,N00125,optimized_by,数据结构,0.865
N00123,N00124,depends_on,数据结构,0.738
N00123,N00126,depends_on,数据结构,0.928
N00124,N00125,depends_on,数据结构,0.747
N00124,N00127,compared_with,数据结构,0.848
N00125,N00126,depends_on,数据结构,0.89
N00125,N00128,compared_with,数据结构,0.917
N00126,N00127,depends_on,数据结构,0.848
N00126,N00129,compared_with,数据结构,0.561
N00127,N00128,depends_on,数据结构,0.796
N00127,N00130,is_a,数据结构,0.89
N00128,N00129,depends_on,数据结构,0.86
N00128,N00131,part_of,数据结构,0.915
N00129,N00130,depends_on,数据结构,0.945
N00129,N00132,is_a,数据结构,0.687
N00130,N00131,depends_on,数据结构,0.84
N00130,N00133,depends_on,数据结构,0.632
N00131,N00132,depends_on,数据结构,0.65
N00131,N00134,compared_with,数据结构,0.959
N00132,N00133,depends_on,数据结构,0.904
N00132,N00135,uses,数据结构,0.79
N00133,N00134,depends_on,数据结构,0.882
N00133,N00136,compared_with,数据结构,0.668
N00134,N00135,depends_on,数据结构,0.787
N00134,N00137,depends_on,数据结构,0.676
N00135,N00136,depends_on,数据结构,0.66
N00135,N00138,is_a,数据结构,0.744
N00136,N00137,depends_on,数据结构,0.771
N00136,N00139,depends_on,数据结构,0.754
N00137,N00138,depends_on,数据结构,0.93
N00137,N00140,depends_on,数据结构,0.723
N00138,N00139,depends_on,数据结构,0.739
N00138,N00141,uses,数据结构,0.657
N00139,N00140,depends_on,数据结构,0.766
N00139,N00142,implemented_by,数据结构,0.876
N00140,N00141,depends_on,数据结构,0.685
N00140,N00143,implemented_by,数据结构,0.777
N00141,N00142,depends_on,数据结构,0.825
N00141,N00144,optimized_by,数据结构,0.718
N00142,N00143,depends_on,数据结构,0.772
N00142,N00145,optimized_by,数据结构,0.9
N00143,N00144,depends_on,数据结构,0.674
N00143,N00146,is_a,数据结构,0.989
N00144,N00145,depends_on,数据结构,0.728
N00144,N00147,implemented_by,数据结构,0.637
N00145,N00146,depends_on,数据结构,0.749
N00145,N00148,compared_with,数据结构,0.648
N00146,N00147,depends_on,数据结构,0.831
N00146,N00149,evaluates,数据结构,0.808
N00147,N00148,depends_on,数据结构,0.923
N00147,N00150,depends_on,数据结构,0.831
N00148,N00149,depends_on,数据结构,0.737
N00148,N00151,optimized_by,数据结构,0.65
N00149,N00150,depends_on,数据结构,0.67
N00149,N00152,is_a,数据结构,0.838
N00150,N00151,depends_on,数据结构,0.683
N00150,N00153,part_of,数据结构,0.616
N00151,N00152,depends_on,数据结构,0.721
N00151,N00154,optimized_by,数据结构,0.955
N00152,N00153,depends_on,数据结构,0.936
N00152,N00155,part_of,数据结构,0.679
N00153,N00154,depends_on,数据结构,0.919
N00153,N00156,optimized_by,数据结构,0.68
N00154,N00155,depends_on,数据结构,0.864
N00154,N00157,evaluates,数据结构,0.675
N00155,N00156,depends_on,数据结构,0.934
N00155,N00158,optimized_by,数据结构,0.821
N00156,N00157,depends_on,数据结构,0.726
N00156,N00159,is_a,数据结构,0.653
N00157,N00158,depends_on,数据结构,0.9
N00157,N00160,part_of,数据结构,0.894
N00158,N00159,depends_on,数据结构,0.911
N00158,N00161,compared_with,数据结构,0.835
N00159,N00160,depends_on,数据结构,0.752
N00159,N00162,implemented_by,数据结构,0.62
N00160,N00161,depends_on,数据结构,0.609
N00160,N00163,evaluates,数据结构,0.677
N00161,N00162,depends_on,数据结构,0.862
N00162,N00163,depends_on,数据结构,0.624
N00165,N00166,depends_on,数据结构,0.671
N00165,N00168,implemented_by,数据结构,0.832
N00166,N00167,depends_on,数据结构,0.923
N00166,N00169,part_of,数据结构,0.934
N00167,N00168,depends_on,数据结构,0.935
N00167,N00170,implemented_by,数据结构,0.571
N00168,N00169,depends_on,数据结构,0.838
N00168,N00171,evaluates,数据结构,0.625
N00169,N00170,depends_on,数据结构,0.62
N00169,N00172,depends_on,数据结构,0.677
N00170,N00171,depends_on,数据结构,0.773
N00170,N00173,part_of,数据结构,0.609
N00171,N00172,depends_on,数据结构,0.934
N00171,N00174,optimized_by,数据结构,0.95
N00172,N00173,depends_on,数据结构,0.63
N00172,N00175,depends_on,数据结构,0.701
N00173,N00174,depends_on,数据结构,0.651
N00173,N00176,depends_on,数据结构,0.581
N00174,N00175,depends_on,数据结构,0.776
N00174,N00177,evaluates,数据结构,0.614
N00175,N00176,depends_on,数据结构,0.809
N00175,N00178,uses,数据结构,0.821
N00176,N00177,depends_on,数据结构,0.601
N00176,N00179,depends_on,数据结构,0.556
N00177,N00178,depends_on,数据结构,0.781
N00177,N00180,uses,数据结构,0.694
N00178,N00179,depends_on,数据结构,0.822
N00178,N00181,depends_on,数据结构,0.859
N00179,N00180,depends_on,数据结构,0.744
N00179,N00182,uses,数据结构,0.92
N00180,N00181,depends_on,数据结构,0.7
N00180,N00183,depends_on,数据结构,0.778
N00181,N00182,depends_on,数据结构,0.864
N00181,N00184,compared_with,数据结构,0.574
N00182,N00183,depends_on,数据结构,0.822
N00182,N00185,optimized_by,数据结构,0.652
N00183,N00184,depends_on,数据结构,0.807
N00183,N00186,evaluates,数据结构,0.716
N00184,N00185,depends_on,数据结构,0.604
N00184,N00187,evaluates,数据结构,0.886
N00185,N00186,depends_on,数据结构,0.923
N00185,N00188,compared_with,数据结构,0.649
N00186,N00187,depends_on,数据结构,0.61
N00186,N00189,depends_on,数据结构,0.869
N00187,N00188,depends_on,数据结构,0.838
N00187,N00190,is_a,数据结构,0.67
N00188,N00189,depends_on,数据结构,0.929
N00188,N00191,uses,数据结构,0.701
N00189,N00190,depends_on,数据结构,0.606
N00189,N00192,is_a,数据结构,0.775
N00190,N00191,depends_on,数据结构,0.767
N00190,N00193,evaluates,数据结构,0.96
N00191,N00192,depends_on,数据结构,0.91
N00191,N00194,part_of,数据结构,0.914
N00192,N00193,depends_on,数据结构,0.667
N00192,N00195,part_of,数据结构,0.966
N00193,N00194,depends_on,数据结构,0.948
N00193,N00196,depends_on,数据结构,0.805
N00194,N00195,depends_on,数据结构,0.619
N00194,N00197,uses,数据结构,0.638
N00195,N00196,depends_on,数据结构,0.777
N00195,N00198,part_of,数据结构,0.845
N00196,N00197,depends_on,数据结构,0.774
N00196,N00199,optimized_by,数据结构,0.603
N00197,N00198,depends_on,数据结构,0.798
N00197,N00200,is_a,数据结构,0.963
N00198,N00199,depends_on,数据结构,0.84
N00198,N00201,implemented_by,数据结构,0.883
N00199,N00200,depends_on,数据结构,0.906
N00199,N00202,compared_with,数据结构,0.624
N00200,N00201,depends_on,数据结构,0.775
N00200,N00203,part_of,数据结构,0.943
N00201,N00202,depends_on,数据结构,0.892
N00201,N00204,optimized_by,数据结构,0.582
N00202,N00203,depends_on,数据结构,0.796
N00202,N00205,is_a,数据结构,0.666
N00203,N00204,depends_on,数据结构,0.941
N00203,N00206,evaluates,数据结构,0.622
N00204,N00205,depends_on,数据结构,0.779
N00204,N00207,part_of,数据结构,0.81
N00205,N00206,depends_on,数据结构,0.905
N00205,N00208,evaluates,数据结构,0.787
N00206,N00207,depends_on,数据结构,0.609
N00206,N00209,optimized_by,数据结构,0.685
N00207,N00208,depends_on,数据结构,0.679
N00207,N00210,evaluates,数据结构,0.757
N00208,N00209,depends_on,数据结构,0.866
N00208,N00211,part_of,数据结构,0.958
N00209,N00210,depends_on,数据结构,0.786
N00209,N00212,depends_on,数据结构,0.595
N00210,N00211,depends_on,数据结构,0.843
N00210,N00213,evaluates,数据结构,0.701
N00211,N00212,depends_on,数据结构,0.702
N00211,N00214,uses,数据结构,0.679
N00212,N00213,depends_on,数据结构,0.911
N00212,N00215,is_a,数据结构,0.815
N00213,N00214,depends_on,数据结构,0.868
N00213,N00216,depends_on,数据结构,0.591
N00214,N00215,depends_on,数据结构,0.889
N00214,N00217,compared_with,数据结构,0.905
N00215,N00216,depends_on,数据结构,0.823
N00215,N00218,evaluates,数据结构,0.851
N00216,N00217,depends_on,数据结构,0.898
N00216,N00219,compared_with,数据结构,0.917
N00217,N00218,depends_on,数据结构,0.673
N00217,N00220,implemented_by,数据结构,0.985
N00218,N00219,depends_on,数据结构,0.821
N00218,N00221,is_a,数据结构,0.56
N00219,N00220,depends_on,数据结构,0.656
N00219,N00222,uses,数据结构,0.591
N00220,N00221,depends_on,数据结构,0.698
N00220,N00223,compared_with,数据结构,0.808
N00221,N00222,depends_on,数据结构,0.856
N00221,N00224,optimized_by,数据结构,0.881
N00222,N00223,depends_on,数据结构,0.926
N00222,N00225,optimized_by,数据结构,0.917
N00223,N00224,depends_on,数据结构,0.92
N00223,N00226,is_a,数据结构,0.804
N00224,N00225,depends_on,数据结构,0.691
N00224,N00227,compared_with,数据结构,0.854
N00225,N00226,depends_on,数据结构,0.751
N00225,N00228,is_a,数据结构,0.702
N00226,N00227,depends_on,数据结构,0.618
N00226,N00229,implemented_by,数据结构,0.886
N00227,N00228,depends_on,数据结构,0.628
N00227,N00230,compared_with,数据结构,0.663
N00228,N00229,depends_on,数据结构,0.828
N00228,N00231,evaluates,数据结构,0.774
N00229,N00230,depends_on,数据结构,0.767
N00229,N00232,is_a,数据结构,0.586
N00230,N00231,depends_on,数据结构,0.768
N00230,N00233,evaluates,数据结构,0.844
N00231,N00232,depends_on,数据结构,0.846
N00231,N00234,evaluates,数据结构,0.633
N00232,N00233,depends_on,数据结构,0.742
N00232,N00235,depends_on,数据结构,0.814
N00233,N00234,depends_on,数据结构,0.859
N00233,N00236,part_of,数据结构,0.743
N00234,N00235,depends_on,数据结构,0.859
N00234,N00237,uses,数据结构,0.615
N00235,N00236,depends_on,数据结构,0.876
N00235,N00238,uses,数据结构,0.556
N00236,N00237,depends_on,数据结构,0.653
N00236,N00239,evaluates,数据结构,0.916
N00237,N00238,depends_on,数据结构,0.781
N00237,N00240,compared_with,数据结构,0.958
N00238,N00239,depends_on,数据结构,0.659
N00238,N00241,part_of,数据结构,0.975
N00239,N00240,depends_on,数据结构,0.751
N00239,N00242,uses,数据结构,0.845
N00240,N00241,depends_on,数据结构,0.73
N00240,N00243,evaluates,数据结构,0.839
N00241,N00242,depends_on,数据结构,0.669
N00241,N00244,evaluates,数据结构,0.83
N00242,N00243,depends_on,数据结构,0.873
N00243,N00244,depends_on,数据结构,0.681
N00246,N00247,depends_on,数据结构,0.9
N00246,N00249,implemented_by,数据结构,0.636
N00247,N00248,depends_on,数据结构,0.801
N00247,N00250,evaluates,数据结构,0.57
N00248,N00249,depends_on,数据结构,0.92
N00248,N00251,implemented_by,数据结构,0.611
N00249,N00250,depends_on,数据结构,0.862
N00249,N00252,is_a,数据结构,0.629
N00250,N00251,depends_on,数据结构,0.628
N00250,N00253,implemented_by,数据结构,0.594
N00251,N00252,depends_on,数据结构,0.608
N00251,N00254,uses,数据结构,0.85
N00252,N00253,depends_on,数据结构,0.675
N00252,N00255,optimized_by,数据结构,0.733
N00253,N00254,depends_on,数据结构,0.788
N00253,N00256,uses,数据结构,0.78
N00254,N00255,depends_on,数据结构,0.837
N00254,N00257,compared_with,数据结构,0.6
N00255,N00256,depends_on,数据结构,0.736
N00255,N00258,depends_on,数据结构,0.844
N00256,N00257,depends_on,数据结构,0.796
N00256,N00259,depends_on,数据结构,0.949
N00257,N00258,depends_on,数据结构,0.886
N00257,N00260,uses,数据结构,0.759
N00258,N00259,depends_on,数据结构,0.912
N00258,N00261,depends_on,数据结构,0.922
N00259,N00260,depends_on,数据结构,0.864
N00259,N00262,implemented_by,数据结构,0.866
N00260,N00261,depends_on,数据结构,0.705
N00260,N00263,part_of,数据结构,0.988
N00261,N00262,depends_on,数据结构,0.884
N00261,N00264,implemented_by,数据结构,0.672
N00262,N00263,depends_on,数据结构,0.827
N00262,N00265,evaluates,数据结构,0.578
N00263,N00264,depends_on,数据结构,0.91
N00263,N00266,depends_on,数据结构,0.927
N00264,N00265,depends_on,数据结构,0.88
N00264,N00267,uses,数据结构,0.924
N00265,N00266,depends_on,数据结构,0.932
N00265,N00268,optimized_by,数据结构,0.987
N00266,N00267,depends_on,数据结构,0.763
N00266,N00269,is_a,数据结构,0.583
N00267,N00268,depends_on,数据结构,0.905
N00267,N00270,implemented_by,数据结构,0.978
N00268,N00269,depends_on,数据结构,0.673
N00268,N00271,implemented_by,数据结构,0.868
N00269,N00270,depends_on,数据结构,0.733
N00269,N00272,depends_on,数据结构,0.741
N00270,N00271,depends_on,数据结构,0.669
N00270,N00273,depends_on,数据结构,0.858
N00271,N00272,depends_on,数据结构,0.836
N00271,N00274,evaluates,数据结构,0.709
N00272,N00273,depends_on,数据结构,0.933
N00272,N00275,uses,数据结构,0.776
N00273,N00274,depends_on,数据结构,0.949
N00273,N00276,is_a,数据结构,0.735
N00274,N00275,depends_on,数据结构,0.899
N00274,N00277,implemented_by,数据结构,0.839
N00275,N00276,depends_on,数据结构,0.728
N00275,N00278,part_of,数据结构,0.705
N00276,N00277,depends_on,数据结构,0.834
N00276,N00279,depends_on,数据结构,0.606
N00277,N00278,depends_on,数据结构,0.778
N00277,N00280,evaluates,数据结构,0.772
N00278,N00279,depends_on,数据结构,0.94
N00278,N00281,implemented_by,数据结构,0.954
N00279,N00280,depends_on,数据结构,0.949
N00279,N00282,depends_on,数据结构,0.619
N00280,N00281,depends_on,数据结构,0.663
N00280,N00283,uses,数据结构,0.659
N00281,N00282,depends_on,数据结构,0.809
N00281,N00284,uses,数据结构,0.594
N00282,N00283,depends_on,数据结构,0.666
N00282,N00285,part_of,数据结构,0.959
N00283,N00284,depends_on,数据结构,0.654
N00283,N00286,is_a,数据结构,0.637
N00284,N00285,depends_on,数据结构,0.66
N00284,N00287,evaluates,数据结构,0.658
N00285,N00286,depends_on,数据结构,0.766
N00285,N00288,part_of,数据结构,0.668
N00286,N00287,depends_on,数据结构,0.803
N00286,N00289,evaluates,数据结构,0.816
N00287,N00288,depends_on,数据结构,0.872
N00287,N00290,uses,数据结构,0.957
N00288,N00289,depends_on,数据结构,0.862
N00288,N00291,optimized_by,数据结构,0.81
N00289,N00290,depends_on,数据结构,0.71
N00289,N00292,uses,数据结构,0.622
N00290,N00291,depends_on,数据结构,0.634
N00290,N00293,depends_on,数据结构,0.799
N00291,N00292,depends_on,数据结构,0.846
N00291,N00294,part_of,数据结构,0.783
N00292,N00293,depends_on,数据结构,0.657
N00292,N00295,implemented_by,数据结构,0.983
N00293,N00294,depends_on,数据结构,0.75
N00293,N00296,is_a,数据结构,0.806
N00294,N00295,depends_on,数据结构,0.877
N00294,N00297,optimized_by,数据结构,0.897
N00295,N00296,depends_on,数据结构,0.898
N00295,N00298,depends_on,数据结构,0.671
N00296,N00297,depends_on,数据结构,0.838
N00296,N00299,optimized_by,数据结构,0.897
N00297,N00298,depends_on,数据结构,0.732
N00297,N00300,is_a,数据结构,0.613
